id,slug2,created_at,,,,,,
193,sarepta-and-lysogene-announce-exclusive-license-agreement-for-lys-saf302-a-late-stage-gene-therapy-for-the-treatment-of-mps-iiia-and-grant-of-option-rights-to-an-additional-cns-gene-therapy-candidate,16-10-2018 00:00,,,,,,
194,amgen-launches-amgevita-biosimilar-adalimumab-in-markets-across-europe,16-10-2018 00:00,,,,,,
195,novartis-5-year-data-in-psoriatic-arthritis-and-ankylosing-spondylitis-reinforces-cosentyx-leadership-in-spondyloarthritis-novartis-5-year-data-in-psoriatic-arthritis-and-ankylosing-spondylitis-reinforces-cosentyx-leadership-in-spondyloarthritis,16-10-2018 00:00,,,,,,
196,applying-deep-learning-to-metastatic-breast-cancer-detection,16-10-2018 00:00,,,,,,
197,us-fda-grants-lynparza-orphan-drug-designation-for-pancreatic-cancer,16-10-2018 00:00,,,,,,
198,dupixent-dupilumab-showed-positive-topline-results-in-two-phase-3-trials-of-patients-with-chronic-rhinosinusitis-with-nasal-polyps,16-10-2018 00:00,,,,,,
199,ferring-and-evotec-form-strategic-research-alliance-in-reproductive-medicine-and-womens-health,17-10-2018 00:00,,,,,,
200,voyager-therapeutics-announces-preclinical-data-for-huntingtons-disease-and-amyotrophic-lateral-sclerosis-programs-at-the-congress-of-the-european-society-of-gene-and-cell-therapy,17-10-2018 00:00,,,,,,
201,imraldi-biogen-adalimumab-biosimilar-referencing-humira-is-launched-in-the-european-union,17-10-2018 00:00,,,,,,
202,novartis-announces-planned-acquisition-of-endocyte-to-expand-expertise-in-radiopharmaceuticals-and-build-on-commitment-to-transformational-therapeutic-platforms,18-10-2018 00:00,,,,,,
203,axsome-therapeutics-receives-fda-orphan-drug-designation-for-axs-12-for-the-treatment-of-narcolepsy,18-10-2018 00:00,,,,,,
204,allergan-announces-completion-of-two-positive-safety-studies-for-ubrogepant-an-oral-cgrp-receptor-antagonist-for-the-acute-treatment-of-migraine,18-10-2018 00:00,,,,,,
205,eiger-biopharmaceuticals-announces-patent-protection-for-lonafarnib-boosted-with-ritonavir-for-treatment-of-hepatitis-delta-virus-infection-in-europe-and-japan,18-10-2018 00:00,,,,,,
206,health-canada-has-approved-invokana-canagliflozin-for-reduction-of-major-adverse-cardiovascular-events-mace-the-first-sglt2-inhibitor-in-canada-to-receive-this-indication1,18-10-2018 00:00,,,,,,
207,mylan-adds-to-womens-healthcare-portfolio-with-launch-of-generic-depo-provera-injection,20-10-2018 00:00,,,,,,
208,abbotts-heartmate-3-heart-pump-now-fda-approved-for-advanced-heart-failure-patients-not-eligible-for-a-heart-transplant,22-10-2018 00:00,,,,,,
209,roches-tecentriq-plus-chemotherapy-carboplatin-and-abraxane-as-an-initial-treatment-helped-people-with-advanced-non-squamous-non-small-cell-lung-cancer-live-significantly-longer-compared-to-chemotherapy-alone,22-10-2018 00:00,,,,,,
210,solo-1-phase-iii-trial-demonstrates-lynparza-maintenance-therapy-cut-risk-of-disease-progression-or-death-by-70-in-patients-with-newly-diagnosed-advanced-brca-mutated-ovarian-cancer,22-10-2018 00:00,,,,,,
211,ucb-and-biogen-announce-topline-results-from-a-phase-2b-study-of-dapirolizumab-pegol-in-systemic-lupus-erythematosus,23-10-2018 00:00,,,,,,
212,novartis-announces-lancet-publication-of-pioneering-study-in-migraine-prevention-showing-efficacy-of-aimovig-where-other-treatments-have-failed,23-10-2018 00:00,,,,,,
213,astrazeneca-strengthens-and-expands-oncology-development-and-commercialisation-collaboration-with-innate-pharma,23-10-2018 00:00,,,,,,
214,acr-2018-lilly-announces-positive-results-for-two-phase-3-studies-of-taltz-ixekizumab-in-ankylosing-spondylitis-radiographic-axial-spondyloarthritis,23-10-2018 00:00,,,,,,
215,alcon-to-develop-smart-suite-digital-health-platform-for-cataract-surgery,23-10-2018 00:00,,,,,,
216,fda-grants-orphan-drug-designation-to-omeros-oms721-for-treatment-of-hematopoietic-stem-cell-transplant-associated-thrombotic-microangiopathy,24-10-2018 00:00,,,,,,
217,enterome-signs-global-licensing-co-development-and-co-promotion-agreement-with-takeda-for-the-treatment-of-crohns-disease,24-10-2018 00:00,,,,,,
218,leo-pharma-and-zymeworks-enter-into-bispecific-antibody-licensing-and-research-collaboration,24-10-2018 00:00,,,,,,
219,orion-and-amgen-to-collaborate-on-the-commercialisation-of-amgevita-biosimilar-adalimumab-in-finland,25-10-2018 00:00,,,,,,
220,phase-iii-trial-of-darolutamide-in-patients-with-non-metastatic-castration-resistant-prostate-cancer-meets-primary-endpoint,25-10-2018 00:00,,,,,,
221,complete-results-from-first-study-in-ongoing-phase-3-program-for-tanezumab-demonstrated-significant-improvement-in-pain-and-function-in-osteoarthritis-patients,25-10-2018 00:00,,,,,,
222,oxford-biomedica-notes-that-axovant-doses-first-patient-in-clinical-study-of-axo-lenti-pd-a-novel-gene-therapy-for-patients-with-parkinsons-disease,25-10-2018 00:00,,,,,,
223,phase-iii-harmonize-global-trial-of-lokelma-confirms-efficacy-in-maintaining-normal-potassium-levels-in-asian-patients-with-hyperkalaemia,26-10-2018 00:00,,,,,,
224,seattle-genetics-announces-multiple-data-presentations-evaluating-adcetris-brentuximab-vedotin-in-patients-with-hodgkin-lymphoma-at-ishl-2018-october-26-2018-at-800-am-edt,26-10-2018 00:00,,,,,,
225,esperion-announces-positive-top-line-results-from-final-pivotal-phase-3-study-of-bempedoic-acid,29-10-2018 00:00,,,,,,
226,novartis-announces-clinical-collaboration-with-pfizer-to-advance-the-treatment-of-nash,29-10-2018 00:00,,,,,,
227,proqr-in-licenses-worldwide-rights-to-ophthalmology-drug-candidate-from-ionis-pharmaceuticals,30-10-2018 00:00,,,,,,
228,jazz-pharmaceuticals-announces-fda-approval-of-xyrem-sodium-oxybate-for-the-treatment-of-cataplexy-or-excessive-daytime-sleepiness-in-pediatric-narcolepsy-patients,30-10-2018 00:00,,,,,,
229,agreement-with-grnenthal-for-rights-to-nexium-in-europe-and-vimovo-worldwide-ex-us,30-10-2018 00:00,,,,,,
230,astellas-receives-european-approval-for-xtandi-enzalutamide-for-adult-men-with-high-risk-non-metastatic-castration-resistant-prostate-cancer,30-10-2018 00:00,,,,,,
231,us-food-and-drug-administration-approves-gileads-biktarvy-bictegravir-emtricitabine-tenofovir-alafenamide-for-treatment-of-hiv-1-infection,30-10-2018 00:00,,,,,,
232,mirati-therapeutics-announces-submission-of-ind-application-for-mrtx849-a-kras-g12c-inhibitor-to-treat-non-small-cell-lung-cancer-and-colorectal-cancer,31-10-2018 00:00,,,,,,
233,halozyme-licenses-new-enhanze-targets-for-25-million-upfront-payment-future-milestones-and-royalties,31-10-2018 00:00,,,,,,
234,us-fda-approves-invokana-canagliflozin-to-reduce-the-risk-of-heart-attack-stroke-or-cardiovascular-death-in-adults-with-type-2-diabetes-and-established-cardiovascular-disease,31-10-2018 00:00,,,,,,
235,biocardia-and-cellprothera-partner-for-clinical-trial-and-marketing-in-singapore-of-early-stem-cell-therapy-for-patients-following-myocardial-infarction,31-10-2018 00:00,,,,,,
236,indias-lupin-recalls-6-752-bottles-of-testosterone-topical-solution-from-us-pti-in-econmic-times,05-11-2018 00:00,,,,,,
237,us-fda-approves-udenyca-pegfilgrastim-cbqv,05-11-2018 00:00,,,,,,
238,initial-results-from-emprise-real-world-evidence-study-show-jardiance-was-associated-with-reduced-risk-for-hospitalization-for-heart-failure-compared-with-dpp-4-inhibitors-in-people-with-type-2-diabetes-with-and-without-cardiovascular-disease,05-11-2018 00:00,,,,,,
239,regenxbio-and-abeona-therapeutics-announce-worldwide-exclusive-licenses-for-the-treatment-of-four-rare-lysosomal-storage-disorders-using-nav-aav9-vector,06-11-2018 00:00,,,,,,
240,flx-bio-announces-clinical-trial-collaboration-agreement-with-merck-for-ongoing-phase-12-study-of-flx475,06-11-2018 00:00,,,,,,
241,odyssey-outcomes-investigators-highlight-at-aha-that-praluent-alirocumab-injection-was-associated-with-fewer-deaths-from-any-cause,12-11-2018 00:00,,,,,,
242,us-fda-accepts-regulatory-submission-for-lynparza-maintenance-therapy-in-newly-diagnosed-brca-mutated-advanced-ovarian-cancer-and-grants-priority-review,12-11-2018 00:00,,,,,,
244,fda-grants-priority-review-to-roches-tecentriq-in-combination-with-abraxane-for-the-initial-treatment-of-people-with-pd-l1-positive-metastatic-triple-negative-breast-cancer,13-11-2018 00:00,,,,,,
245,biotime-and-asterias-biotherapeutics-enter-into-definitive-merger-agreement-to-create-leading-cell-therapy-company,15-11-2018 00:00,,,,,,
246,merck-begins-rolling-submission-of-licensure-application-for-v920-rvsv-g-zebov-gp-to-us-food-and-drug-administration,14-11-2018 00:00,,,,,,
247,invo-bioscience-enters-exclusive-us-licensing-agreement-with-ferring-pharmaceuticals-to-commercialize-the-novel-invocell-system-for-use-in-the-treatment-of-infertility,14-11-2018 00:00,,,,,,
248,wugen-announces-exclusive-license-agreement-for-car-t-therapy-technologies-from-washington-university-in-st-louis,14-11-2018 00:00,,,,,,
249,mercks-keytruda-pembrolizumab-significantly-improved-overall-survival-os-compared-to-chemotherapy-in-patients-with-advanced-esophageal-or-esophagogastric-junction-carcinoma-whose-tumors-express-pd-l1-cps-10,15-11-2018 00:00,,,,,,
250,grnenthal-acquires-averitas-pharma-and-establishes-commercial-footprint-in-the-us,15-11-2018 00:00,,,,,,
251,lilly-submits-new-drug-application-to-the-fda-for-lasmiditan-for-acute-treatment-of-migraine-receives-breakthrough-therapy-designation-for-emgality-galcanezumab-gnlm-for-prevention-of-episodic-cluster-headache,15-11-2018 00:00,,,,,,
252,bristol-myers-squibb-receives-positive-chmp-opinion-recommending-approval-of-opdivo-nivolumab-plus-low-dose-yervoy-ipilimumab-as-first-line-treatment-for-patients-with-intermediate-and-poor-risk-advanced-renal-cell-carcinoma,16-11-2018 00:00,,,,,,
253,exelixis-partner-ipsen-receives-european-commission-approval-for-cabometyx-cabozantinib-tablets-for-the-treatment-of-hepatocellular-carcinoma-in-adults-previously-treated-with-sorafenib,16-11-2018 00:00,,,,,,
254,pfizer-to-raise-us-drug-prices-in-january-after-previously-backing-down,19-11-2018 00:00,,,,,,
255,china-national-medical-products-administration-nmpa-approves-gileads-vemlidy-tenofovir-alafenamide-for-chronic-hepatitis-b-virus-hbv-infectio,19-11-2018 00:00,,,,,,
256,astrazeneca-provides-update-on-the-phase-iii-mystic-trial-of-imfinzi-and-tremelimumab-in-stage-iv-non-small-cell-lung-cancer,19-11-2018 00:00,,,,,,
257,astrazeneca-provides-update-on-the-phase-iii-mystic-trial-of-imfinzi-and-tremelimumab-in-stage-iv-non-small-cell-lung-cancer,19-11-2018 00:00,,,,,,
258,immunocore-to-co-develop-imc-c103c-a-t-cell-redirecting-bi-specific-biologic-with-genentech,20-11-2018 00:00,,,,,,
259,geovax-and-leidos-enter-into-a-collaboration-agreement-on-immunotherapy-research-program,20-11-2018 00:00,,,,,,
260,sandoz-and-pear-therapeutics-announce-launch-of-reset-for-treatment-of-patients-with-substance-use-disorder,20-11-2018 00:00,,,,,,
261,alphabet-unit-halts-glucose-detecting-contact-lens-project,20-11-2018 00:00,,,,,,
262,boston-scientific-announces-recommended-offer-to-acquire-btg-plc,21-11-2018 00:00,,,,,,
263,orthoxel-orthopaedic-trauma-device-company-announce-ce-mark-clearance-following-fda-510k-for-new-apex-femoral-nailing-system,21-11-2018 00:00,,,,,,
264,mylan-initiates-voluntary-nationwide-recall-of-15-lots-of-valsartan-tablets-usp-amlodipine-and-valsartan-tablets-usp-and-valsartan-and-hydrochlorothiazide-tablets-usp-due-to-the-detection-of-trace-amounts-of-ndea-n-nitrosodiethylamine-impurity-fou,21-11-2018 00:00,,,,,,
265,leo-pharma-and-pellepharm-announce-760-million-collaboration-to-advance-innovative-therapies-for-rare-skin-diseases,21-11-2018 00:00,,,,,,
266,abbvie-receives-us-fda-accelerated-approval-for-venclexta-venetoclax-for-treatment-of-newly-diagnosed-acute-myeloid-leukemia-patients-ineligible-for-intensive-chemotherapy,22-11-2018 00:00,,,,,,
267,zenith-epigenetics-announces-clinical-trial-collaboration-with-pfizer,22-11-2018 00:00,,,,,,
268,evotec-and-immuneering-to-collaborate-on-artificial-intelligence-ai-driven-ligand-identification-for-rare-hereditary-metabolic-diseases,22-11-2018 00:00,,,,,,
269,medtronic-to-acquire-nutrino-health,22-11-2018 00:00,,,,,,
270,indivior-announces-health-canada-approval-of-sublocade-buprenorphine-extended-release-injection-for-patients-with-moderate-to-severe-opioid-use-disorder,26-11-2018 00:00,,,,,,
271,european-commission-approves-pelmeg-pegfilgrastim-as-a-biosimilar-treatment-to-reduce-the-duration-of-neutropenia-and-incidence-of-febrile-neutropenia-in-adults-treated-with-chemotherapy,26-11-2018 00:00,,,,,,
272,novartis-announces-landmark-eu-approval-for-one-time-gene-therapy-luxturna-to-restore-vision-in-people-with-rare-inherited-retinal-disease,26-11-2018 00:00,,,,,,
273,bristol-myers-squibb-announces-checkmate-451-study-did-not-meet-primary-endpoint-of-overall-survival-with-opdivo-plus-yervoy-vs-placebo-as-a-maintenance-therapy-in-patients-with-extensive-stage-small-cell-lung-cancer-after-completion-of-first-line,27-11-2018 00:00,,,,,,
274,regenxbio-and-rocket-pharmaceuticals-announce-new-license-agreement-for-the-treatment-of-danon-disease-using-nav-aav9-vector,27-11-2018 00:00,,,,,,
275,sandoz-receives-eighth-european-commission-approval-for-a-biosimilar-with-ziextenzo-pegfilgrastim,27-11-2018 00:00,,,,,,
276,fda-approves-the-actpen-for-genentechs-actemra-a-single-dose-prefilled-autoinjector-for-the-treatment-of-rheumatoid-arthritis-giant-cell-arteritis-and-two-forms-of-juvenile-arthritis,27-11-2018 00:00,,,,,,
277,fda-approves-vitrakvi-larotrectinib-the-first-ever-trk-inhibitor-for-patients-with-advanced-solid-tumors-harboring-an-ntrk-gene-fusion1-2,28-11-2018 00:00,,,,,,
278,oral-semaglutide-demonstrates-greater-reductions-in-both-hba1c-and-body-weight-compared-to-victoza-in-japanese-people-with-type-2-diabetes,28-11-2018 00:00,,,,,,
279,zymeworks-and-beigene-announce-license-and-collaboration-agreement-for-zymeworks-her2-targeted-therapeutic-candidates-zw25-and-zw49-in-asia-pacific-and-research-and-license-agreement-for-zymeworks-azymetric-and-efect-platforms-globally,28-11-2018 00:00,,,,,,
280,mesa-biotech-receives-fda-510k-clearance-and-clia-waiver-for-its-accula-rsv-molecular-point-of-care-test,28-11-2018 00:00,,,,,,
281,genentech-acquires-jecure-therapeutics,29-11-2018 00:00,,,,,,
282,european-commission-approves-mercks-delstrigo-doravirine-lamivudine-tenofovir-disoproxil-fumarate-a-once-daily-fixed-dose-combination-tablet-as-a-complete-regimen-and-pifeltro-doravirine-an-nnrti-both-for-the-treatment-of-hiv-1-in,29-11-2018 00:00,,,,,,
283,q-biomed-inc-announces-acquisition-of-cancer-pain-drug-metastron-from-ge-healthcare,29-11-2018 00:00,,,,,,
284,electrocore-receives-fda-clearance-for-gammacore-nvns-for-adjunctive-use-for-the-preventive-treatment-of-cluster-headache-in-adults,29-11-2018 00:00,,,,,,
285,xospata-gilteritinib-approved-by-us-fda-for-adult-patients-with-relapsedrefractory-acute-myeloid-leukemia-aml-with-a-flt3-mutation,30-11-2018 00:00,,,,,,
286,vertex-announces-european-commission-approval-for-kalydeco-ivacaftor-to-treat-patients-with-cystic-fibrosis-aged-12-to,30-11-2018 00:00,,,,,,
287,ntu-singapore-and-ttsh-invent-smart-medical-device-for-early-intervention-of-congestive-heart-failure,30-11-2018 00:00,,,,,,
288,shire-receives-european-approval-for-takhzyro-lanadelumab-subcutaneous-injection-for-the-preventive-treatment-of-hereditary-angioedema,03-12-2018 00:00,,,,,,
289,bluebird-bio-and-celgene-corporation-present-initial-data-from-ongoing-phase-1-clinical-study-of-next-generation-anti-bcma-car-t-cell-therapy-bb21217-in-patients-with-relapsedrefractory-multiple-myeloma-at-ash-annual-meeting,03-12-2018 00:00,,,,,,
290,pfizer-presents-positive-26-week-data-for-pf-05280586-a-potential-biosimilar-to-rituximab-at-the-american-society-of-hematology-annual-meeting,03-12-2018 00:00,,,,,,
291,gsk-reaches-agreement-to-acquire-tesaro-an-oncology-focused-biopharmaceutical-company,03-12-2018 00:00,,,,,,
292,argenx-enters-exclusive-global-collaboration-and-license-agreement-with-cilag-gmbh-international-an-affiliate-of-janssen-for-cusatuzumab-argx-110,04-12-2018 00:00,,,,,,
293,kite-announces-two-year-data-for-yescarta-axicabtagene-ciloleucel-in-patients-with-refractory-large-b-cell-lymphoma,04-12-2018 00:00,,,,,,
294,crown-laboratories-acquires-select-consumer-healthcare-brands-from-glaxosmithkline,04-12-2018 00:00,,,,,,
295,roches-kadcyla-cut-the-risk-of-disease-recurring-by-half-compared-to-herceptin-in-people-with-her2-positive-early-breast-cancer-with-residual-disease-after-neoadjuvant-treatment,06-12-2018 00:00,,,,,,
296,domain-therapeutics-signs-multi-target-research-license-and-collaboration-agreement-with-boehringer-ingelheim-on-g-protein-coupled-receptors-gpcrs-for-central-nervous-system-pathologies,05-12-2018 00:00,,,,,,
297,icagen-enters-into-collaboration-to-develop-and-commercialize-therapy-for-neurological-diseases-collaboration-includes-the-initial-program-utilizing-icagens-drug-discovery-platform,06-12-2018 00:00,,,,,,
298,subtle-medical-receives-fda-510k-clearance-and-ce-mark-approval-for-subtlepet,06-12-2018 00:00,,,,,,
299,novartis-investigational-byl719-alpelisib-plus-fulvestrant-consistently-improved-pfs-in-patients-with-pik3ca-mutated-hrher2-advanced-breast-cancer-in-new-solar-1-analyses,07-12-2018 00:00,,,,,,
300,biogen-exercises-option-with-ionis-to-develop-and-commercialize-investigational-treatment-biib067-for-a-subtype-of-familial-amyotrophic-lateral-sclerosis-als-based-on-positive-phase-1-data,07-12-2018 00:00,,,,,,
301,intellia-therapeutics-and-novartis-expand-cell-therapy-collaboration-to-pursue-crisprcas9-based-genome-editing-in-additional-stem-cell-population,07-12-2018 00:00,,,,,,
302,china-national-medical-products-administration-approves-descovy-emtricitabine-tenofovir-alafenamide-for-the-treatment-of-hiv-1-infection,05-12-2018 00:00,,,,,,
303,nnovate-biopharmaceuticals-enters-into-a-collaboration-with-massachusetts-general-hospital-and-announces-capital-update-for-the-celiac-disease-clinical-program-and-its-nash-development-strategy,05-12-2018 00:00,,,,,,
304,celltrion-healthcare-presents-positive-results-for-ct-p10-biosimilar-rituximab-in-advanced-follicular-lymphoma-at-the-american-society-of-hematology-meeting-2018,05-12-2018 00:00,,,,,,
