Title (News Shots),Categories,Date
Amgen's Blincyto (blinatumomab) Receives EU Expanded Indication Approval for Ph- CD19 Positive B-cell Precursor Acute Lymphoblastic Leukemia (ALL),Biotech,23/1/2019
Albireo's A4250 Receives FDA's Orphan Drug Designation (ODD) for Biliary Atresia,Pharma,23/1/2019
Purdue Pharma Signs Exclusive License Agreement with Klaria for its KL-01401,Pharma,23/1/2019
Taiwan Liposome's TLC178 Receives EMA's ODD for Soft Tissue Sarcoma (STS),Pharma,23/1/2019
Abbott's TactiCath Contact Force Ablation Catheter Receives FDA's Approval for Atrial Fibrillation (AFib),MedTech,23/1/2019
B-MoGen Biotechnologies and CytoSen Therapeutics Sign an Agreement for the Development of Gene-Modified Therapies,Biotech,24/1/2019
Athersys Reports Results of Multistem Cell Therapy (IV) in Patients with Acute Respiratory Distress Syndrome (ARDS),Biotech,24/1/2019
Grifols Signs a License and Commercialization Agreement with Rigel Pharmaceuticals for Fostamatinib,Pharma,24/1/2019
23andMe's MAP Report Receives FDA's 510(k) Clearance for Hereditary Colorectal Cancers,Regulatory,24/1/2019
"Philogen Collaborates with Johnson&amp;Johnson (J&amp;J), Novartis and Celgene",Biotech|Pharma,24/1/2019
"Indian Government to Set Trade Margins of 50 Orphan Drugs, Treatments for Cancer and Rare Diseases",Pharma,25/1/2019
Mannin Research Signs a Collaboration with Mcmaster University for MAN-01,Pharma,28/1/2019
Vertex Signs an Exclusive License Agreement with Merck KGaA for its Two DNA-PK Inhibitor,Pharma,28/1/2019
Medtronic to Acquire EPIX Therapeutics for its Cardiovascular Technologies,M&A,28/1/2019
Clovis Oncology's Rubraca (Rucaparib) Receives EU Approval for Maintenance Treatment of Relapsed Ovarian Cancer (OC) in Adults,Pharma,25/1/2019
Dr. Reddy's Tosymra (sumatriptan nasal spray) 10mg Receives the US FDA Approval for Acute Treatment of Migraine,Regulatory,28/1/2019
Amgen's Repatha (evolocumab) Receives NMPA (CFDA) Approval for Reduction of Cardiovascular Risks in China,Regulatory,24/1/2019
Roche and Basilea Sign a Research Collaboration to Evaluate Derazantinib + Tecentriq (atezolizumab) in Patients with Urothelial Cancer (UC),Pharma,25/1/2019
"Amgen and Allergan Report Results of ABP 798 (rituximab, biosimilar) in P-I/III (NCT02792699) for Moderate-To-Severe Rheumatoid Arthritis (RA)",Biosimilars|Biotech,24/1/2019
Zimber Biomet's Rosa Knee System Receives the US FDA's 510(k) Clearance for Robotically-Assisted Surgeries,Regulatory,28/1/2019
"AbbVie's Imbruvica (ibrutinib) + Gazyva (obinutuzumab) Receives FDA's Approval, First CT Free Treatment for 1L+ CLL/SLL",Regulatory,28/1/2019
Alexion Reports Results of Ultomiris (ravulizumab-cwvz) in P-III Study in Patients with Atypical Hemolytic Uremic Syndrome (AHUS),Biotech,29/1/2019
Purdue Pharma Signs an Agreement with Alivio Therapeutics for its ALV-107,Pharma,29/1/2019
"Innovent Biologics Reports Acceptance of BLA for IBI-305 (bevacizumab, biosimilar) from NMPA (CFDA) to Treat NSCLC",Biosimilars|Biotech,29/1/2019
Vertex's Kalydeco (ivacaftor) Receives Health Canada's Approval for Cystic Fibrosis (CF) with CFTR Gene Mutation in Children Aged 12 to,Regulatory,29/1/2019
Medtronic Launches Mazor X Stealth Edition for Spine Surgery in the US,MedTech,29/1/2019
"Zai Lab Receives Priority Review for Zejula's (niraparib) NDA from NMPA (CFDA), in China",Pharma,29/1/2019
Pfizer and Eli Lilly Report Results of Tanezumab in P-III OA study (A4091057) for Moderate-To-Severe Osteoarthritis (OA) Pain,Pharma,30/1/2019
Takeda Reports Results of TAK-003 in P-III TIDES (DEN-301) Trial for Dengue,Pharma,30/1/2019
Sumitomo Dainippon's Latuda (lurasidone HCl) Receives NMPA's (CFDA) Approval for Schizophrenia,Pharma,30/1/2019
"EMA Shifts its Headquarters from London to Amsterdam, The Netherlands",Regulatory,30/1/2019
Neurocrine and Voyager Collaborate to Develop and Commercialize VY-AADC &amp; VY-FXN01 for Parkinson's &amp; Friedreich's Ataxia Disease,Biotech,30/1/2019
Roche Discontinues P-III CREAD-1 and 2 Trials of Crenezumab in Patients with Early Alzheimer's Disease (AD),Biotech|Pharma,31/1/2019
AstraZeneca's Lumoxiti Receives FDA approval for the Treatment of R/R 2L+ Hairy Cell Leukemia in patients,Pharma,14/9/2018
Genentech Receives FDA approval for Actemra SC for the Treatment of Active Systemic JIA in patients aged =2 yrs.,Pharma,14/9/2018
Ipsen's Cabometyx Receives Health Canada's Approval for the Treatment of Advanced Renal Cell Carcinoma (RCC) in Adults,Pharma,20/9/2018
Merck's Delstrigo and Pifeltro Receives CHMP Approval for the Treatment of HIV-1 Infection in EU,Regulatory,21/9/2018
Coherus Biosciences' Udenyca (Pegfilgrastim Biosimilar) Receives EU Marketing Approval for Febrile Neutropenia,Biosimilars|Regulatory,26/9/2018
Anaeropharma Science and Astellas Pharma Collaborates to Develop Novel Anti-Tumor Drugs Using i-DPS Technology,M&A,26/9/2018
I-Mab Biopharma Expands Collaboration with Wuxi Biologics for three more Antibody Programs,Pharma,27/9/2018
Sanofi's Libtayo Receives the US FDA approval for Metastatic Cutaneous Squamous Cell Carcinoma (mCSCC),Regulatory,2018-01-10
Kite and HiFiBio Signs a Research &amp; License Agreement for Neoantigen-Reactive T Cell Receptors (TCRs),Biotech,2018-03-10
Novo Nordisk's Tresiba Receives Health Canada Approval for Type 1 Diabetes in patients Aged =2 years,Regulatory,2018-03-10
Eagle Pharmaceuticals and USAMRICD Signs an Agreement for Ryanodex (dantrolene sodium),Pharma,2018-04-10
Xbrane Biopharma Reports Results of Xlucane Compared to Lucentis from In-Vivo Study,Biosimilars|Biotech,2018-04-10
MeiraGTx Acquires Vector Neurosciences to Strengthen its Neurology Portfolio,M&A,2018-10-10
Celgene to Present Results of Two P-III Trial SUNBEAM and RADIANCE Part B for Ozanimod to Treat RMS at ECTRIMS 2018,Biotech,2018-11-10
Myriad and Pfizer Signs a Service Agreement for Testing of BRCA-Mutated Triple Negative Breast Cancer,Pharma,2018-12-10
"Therapiva Private Acquires Dr. Reddy's API Manufacturing Unit Jeedimetla, Hyderabad",M&A,15/10/2018
Themis Biosciences Signs an Exclusive License Agreement with Max-Planck-Innovation for Oncolytic Virotherapies,Biotech,15/10/2018
AbbVie Announces FDA's Acceptance of sNDA for PR for Imbruvica (ibrutinib) + Gazyva (Obinutuzumab),Biotech,17/10/2018
"Mylan Launches Hulio (adalimumab, biosimilar) in EU for Autoimmune Diseases",Biosimilars|Biotech,22/10/2018
"Mylan &amp; Biocon Receive CHMP Recommendation to Ogivri (trastuzumab, biosimilar) for HER-2 Breast Cancer",Biosimilars|Regulatory,22/10/2018
"At ESMO'18, Pfizer Presents Results of PALOMA-3 Trial Results of Ibrance and Fulvestrant",Biotech,22/10/2018
Novartis Reports Results of Extended Follow-up P-III COMBI-AD Trial of Tafinlar (dabrafenib) + Mekinist (trametinib) during ESMO18,Biotech,22/10/2018
UCB Reports Improved Results of Extended P-IIb BE ACTIVE study for Bimekizumab in Patients with Psoriatic Arthritis (PsA) Patients,Pharma,24/10/2018
Roche's Xofluza (baloxavir marboxil) Receives FDA Approval for Influenza in Patients Aged =12 yrs.,Pharma,25/10/2018
Medtronic's Valiant Navion(TM) Thoracic Stent Graft System Receives FDA Approval for Aortic Diseases,MedTech,26/10/2018
Regeneron's Eylea (aflibercept) Achieves 1EP &amp; 2EP in P-III PANORAMA trial in Patients with Non-Proliferative Diabetic Retinopathy (NPDR),Biotech,26/10/2018
Esperion Reports Completion of Bempedoic Acid in Global P-III LDL-C Development Program for Patients with ASCVD or HeFH,Biotech,29/10/2018
Lilly Signs a Global Research and License Collaboration with Dicerna for ~$550M,Biotech,29/10/2018
Henry Ford Health System Signs Development and Commercialization Agreement with G3 Pharma for its Galectin-3 inhibitors,Biotech,31/10/2018
Gilead Signs Global Research Collaboration with Tango to Develop &amp; Commercialize Targeted Immuno-Oncology Therapies,Biotech,2018-01-11
Sandoz's Hymiroz (adalimumab-adaz) Receives the US FDA Approval for Treatment of Chronic Autoimmune Diseases,Biosimilars|Regulatory,2018-01-11
Roche Reports Results of Venclexta/Venclyxto plus Gazyva/Gazyvaro in P-III CLL-14 study for CLL patients,Biotech,2018-01-11
Roche Receives EU Approval for Venclyxto (venetoclax) plus MabThera (rituximab) to Treat Adults with CLL,Biotech,2018-01-11
Sanofi and Denali Therapeutics Collaborates to Develop &amp; Commercialize Clinical Candidates for Neurology and Inflammatory Disorders,Biotech,2018-01-11
Vertex Receives EU's MAA for Symkevi (tezacaftor/ivacaftor) + Kalydeco (Ivacaftor) to Treat Patients with CF aged =12yrs. with Mutations in CFTR gene,Regulatory,2018-02-11
Aileron Therapeutics &amp; Dana-Farber/Boston Children's Cancer and Blood Disorders Center Enters into a Clinical Collaboration to Treat Pediatric Patients with Cancer,Biotech,2018-02-11
"AbbVie Exercises its Option to License Agreement for BioArctic's Alpha-Synuclein Antibody Portfolio, Signed in 2016",Pharma,2018-02-11
Illumina Acquires Pacific Biosciences for ~$1.2B with its Sequel SMRT Technology,M&A,2018-02-11
Sage Reports Voting Results from FDA Advisory Committees for Zulresso (brexanolone) to Treat Postpartum Depression (PPD),Biotech,2018-05-11
Eli Lilly and NextCure Signs a Multi-Year Collaboration to Develop Novel Immuno-Oncology Therapies,Biotech,2018-06-11
"Amgen to Present Long-Term Safety-Efficacy Data of Repatha (evolocumab) in Multiple studies, at AHA 2018",Pharma,2018-06-11
Amgen Out-Licenses its AMG 714 (PRO-015) Candidate to Provention to Treat Celiac Disease,Biotech,2018-05-11
Eisai Reports Results of Lenvima (Lenvatinib) + Keytruda (pembrolizumab) to Treat Metastatic NSCLC Metastatic Melanoma and Metastatic Urothelial Carcinoma,Biotech,2018-12-11
Amgen Reports Safety &amp; Efficacy Results of Repatha (evolocumab) in OSLER-1 Five-Year Extension Study,Biotech,13/11/2018
Novartis' Gilenya (fingolimod) Receives EU's Approval for Relapsing-Remitting Forms of Multiple Sclerosis (RRMS),Regulatory,30/11/2018
Janssen (J&amp;J) Reports Results of Erleada (apalutamide) in P-III TITAN Study for Metastatic Castration-Sensitive Prostate Cancer (mCSPC) #ASCO2019,Pharma,31/1/2019
Merck's V114 Receives FDA's Breakthrough Therapy Designation to Prevent Invasive Pneumococcal Disease,Pharma,31/1/2019
Columbia's Zuckerman Institute Develops an AI-based Brain-Computer Interface (BCI) for People with Aphasia &amp; Amyotrophic Lateral Sclerosis (ALS),Biotech,31/1/2019
Eli Lilly's Alimta (pemetrexed) + Keytruda (pembrolizumab) Receives FDA's Expanded Label Approval for 1L Metastatic Nonsquamous Non-Small Cell Lung Cancer (NSCLC),Pharma,31/1/2019
Janssen(J&amp;J) Signs an Exclusive Worldwide License Agreement with MeiraGTx for its Gene Therapy Candidates,Biotech,2019-01-02
Bayer Signs an Exclusive License Agreement with Kyoto University for Pulmonary Disorders,Biotech,2019-01-02
Alexion Collaborates with Caelum Biosciences for its CAEL-101 to Treat Light Chain (AL) Amyloidosis,M&A,2019-01-02
Audentes Reports Next Phase Development of AT132 for X-linked Myotubular Myopathy (XLMTM) with RMAT Designation,Pharma,2019-01-02
ONO Signs a Research Collaboration with Repare Therapeutics for its Pol? Inhibitor Program,Pharma,2019-01-02
?Roche Recalls Lots of Coaguchek Xs Pt Test Strips with FDA's Class I Warning,Pharma,2019-04-02
Evolus' Jeuveau (prabotulinumtoxinA-xvfs) Receives FDA Approval for Moderate-to-Severe Glabellar Lines in Adults,Regulatory,2019-04-02
?Novartis' Kymriah Receives NICE Approval for R/R Diffuse Large B-cell lymphoma (DLBCL) in Adults,Regulatory,2019-04-02
Merck's KEYTRUDA (pembrolizumab) Receives CHMP Recommendation for 1L Metastatic Squamous Non-Small Cell Lung Cancer (NSCLC),Pharma,2019-04-02
Argenx Signs a Worldwide License Agreement with Halozyme for its ENHANZE Technology,Biotech,2019-05-02
Eli Lilly Reports Results of Olumiant (baricitinib) in P-III BREEZE-AD1 and BREEZE-AD2 study for Moderate-to-Severe Atopic Dermatitis (AD),Pharma,2019-05-02
?BioLineRX's BL-8040 Receives FDA's Orphan Drug Designation (ODD) for Pancreatic Cancer,Pharma,2019-05-02
?Eisai and Purdue Report Result of Lemborexant in P-III SUNRISE 2 Study for Insomnia in Adults,Pharma,2019-05-02
AstraZeneca's MEDI8897 Receives FDA's Breakthrough Therapy Designation (BTD) &amp; EMA's PRIME Designation for Lower Respiratory Tract Infection (LRTI) in Infants,Regulatory,2019-05-02
Novartis to Acquire AveXis with its Gene Therapy Clinical Candidates,M&A,2018-09-04
Celgene to Acquire Juno for its Cellular Immunotherapy &amp; Hematology Portfolio,M&A,2018-06-02
?Sanofi to Acquire Bioverativ to Treat Hemophilia,M&A,22/1/2018
FDA to Refuse Celgene for Filling Ozanimod's NDA for the Treatment of Relapsing Multiple Sclerosis,Pharma,27/2/2018
"GSK to Acquire 36.5% Stake in Consumer Healthcare Joint Venture, Established with Novartis",M&A,22/4/2018
Genentech Signs a Development and Commercialization Agreement with Xencor for its IL-15 &amp; XmAb24306 Programs,Pharma,2019-06-02
?Lilly Reports Negative Results of Solanezumab in P-III EXPEDITION Studies in Patients with Alzheimer Disease,Biotech,2018-06-12
"Novo Nordisk, Genentech and Sanofi to cut off jobs in 2018",Biosimilars|Pharma,2018-03-11
?Kyowa Kirin Signs an Exclusive Commercialization Agreement with Hisamitsu for its HP-3000,Pharma,2019-06-02
?Top Pharma Companies Appointed Their New CEOs in 2018,Pharma,2018-06-09
?Merck Reports Acceptance of NDA from FDA for Its (Imipenem/Cilastatin) + (Relebactam) for Complicated Urinary Tract and Intra-Abdominal Infections in Adults,Regulatory,2019-06-02
?GSK to Collaborate with Pfizer to Build a Consumer Healthcare Joint Venture,M&A,19/12/2018
Sanofi Report Results of Isatuximab in P-III ICARIA-MM Study for Patients with Relapsed/Refractory Multiple Myeloma (MM),Pharma,2019-06-02
"Pfizer's Retacrit (epoetin alfa-epbx, biosimilar) Receives FDA Approval for Anemia ?",Biosimilars|Biotech,15/5/2018
"Pfizer's Nivestym (filgrastim-aafi, biosmilar) Receives the US FDA Approval for Neutropenia",Biosimilars|Biotech,15/7/2018
Celltrion's Truxima (rituximab-abbs) Receives FDA's Approval for Three on-Hodgkin's Lymphoma Indications,Biosimilars|Biotech,29/11/2018
"?Celltrion and Teva's Herzuma (trastuzumab-pkrb, Herceptin biosimilar) Receives FDA's Approval for HER2-Overexpressing Breast Cancer",Biosimilars|Biotech,14/12/2018
"Amgen and Allergan's Mvasi (bevacizumab, biosimilar) + Combination Therapy Receives EU's MAA Approval for Treatment of Certain Types of Cancer",Biosimilars|Biotech|Regulatory,18/1/2019
"Celltrion's Herzuma (Trastuzumab Biosimilar, CT-P6) Receives EMA Approval for Breast Cancer, Metastatic Breast Cancer and Metastatic Gastric Cancer",Biosimilars|Regulatory,14/2/2018
"Amgen and Allergan's ABP 980 (biosimilar, Herceptin) Receives CHMP Recommendation for Three Types of Cancer?",Biosimilars|Regulatory,23/3/2018
"Sandoz's Zessly (infliximab) Receives EU Approval for Gastroenterological, Rheumatological And Dermatological Diseases",Biosimilars|Regulatory,24/5/2018
Sandoz's Hyrimoz (adalimumab) Receives EU Approval for Autoimmune Disorders,Biosimilars|Regulatory,27/7/2018
"Biocon and Mylan Fulphila (pegfilgrastim, Neulasta biosimilar) Receives CHMP (EMA) Recommendation for Neutropenia",Biosimilars|Regulatory,21/9/2018
Mylan and Biocon's Semglee Receives EU Approval for Patients with Diabetes,Regulatory,28/3/2018
"GSK Signs a Worldwide Development &amp; Commercialization Collaboration with Merck KGaA, for $4.2B",Pharma,2019-06-02
?Sanofi's Cablivi (caplacizumab-yhdp) Receives FDA's Approval for Acquired Thrombotic Thrombocytopenic Purpura (aTTP) in Adults,Regulatory,2019-07-02
"?Paratek's Reports Results of Nuzyra (Omadacycline) in P-III OPTIC and OASIS-1 Studies for Pneumonia and Skin Infections in Adults, Published in NEJM",Regulatory,2019-07-02
Recordati Licenses Exclusive Commercialization Rights of Juxtapid (lomitapide) from Aegerion Pharmaceuticals ?,Pharma,2019-07-02
AstraZeneca's Fasenra Receives Orphan Drug Designation (ODD) For Hypereosinophilic Syndrome (HES),Regulatory,2019-07-02
P&amp;G to Acquire "This is L." for its Feminine Care Products in the US ?,M&A,2019-07-02
?Medtronic's Pipeline Flex Embolization Device Receives FDA's Expanded Indication Approval for Intracranial Aneurysms (IAs),Regulatory,2019-08-02
BioMarin Reports Results of Brineura (cerliponase alfa) for Patients with CLN2 Disease Aged 3 to 16 yrs.,Pharma,2019-08-02
?Genagon Signs a Worldwide License Agreement with Ligand for its Omniab Technology,Biotech,2019-08-02
Orthofix Medical's M6-C Artificial Cervical Disc Receives FDA's Approval for Cervical Disc Degeneration,MedTech|Regulatory,2019-08-02
Galapagos Signs a Worldwide Development &amp; Commercialization Agreement with Evotec for Fibrotic Diseases,Pharma,2019-08-02
C-Bridge Capital Signs a Development &amp; Commercialization Agreement with Samsung Bioepis for Biosimilars in China,Biosimilars|Biotech,2019-11-02
Regeneron Reports Results of Eylea (aflibercept) in P-III PANORAMA Trial for Diabetic Retinopathy (DR),Pharma,2019-11-02
?Pfizer Recalls Lots of Ambaro (valsartan and amlodipine besylate salt) for its Carcinogenic Effects in Japan,Pharma,2019-11-02
Finch Therapeutics' CP101 Receives FDA's Breakthrough Therapy Designation (BT) for Recurrent Clostridium Difficile (C. difficile) Infection,Regulatory,2019-11-02
?Bristol-Myers Reports Results of Opdivo (nivolumab) + Yervoy (ipilimumab) in P-III CheckMate-214 study in Patients with Advanced or Metastatic RCC,Pharma,2019-12-02
Astellas Reports Results of Xtandi (enzalutamide) in P-III ARCHES Trial for Metastatic Hormone-Sensitive Prostate Cancer (mHSPC) in Men,Pharma,2019-12-02
?Bayer Signs an Exclusive License Agreement with Moberg Pharma for MOB-015 in EU,Pharma,2019-12-02
Takeda's Adcetris (brentuximab vedotin) + AVD Receives EU Approval for CD30+ Stage IV Hodgkin Lymphoma (HL) in Adults,Regulatory,2019-12-02
Genmab's Darzalex (daratumumab) Split Dosing Regimen Receives the US FDA Approval for Multiple Myeloma,Regulatory,2019-12-02
