S.No.,Product,CompanyName
576,Nolazol ,"Eurofarma Laboratorios, NLS-1 Pharma"
577,,Mallinckrodt
578,"BRILINTA, Ticagrelor",AstraZeneca
579,,"Roche,Spark Therapeutics"
580,"RAXONE, Idebenone",Santhera
581,,"AbbVie, Voyager"
582,,"SCIEX (Danaher Corporation), General Electric"
583,AKCEA-APO(a)-LRx,"Novartis, Akcea"
584,Palovarotene,"Ipsen, Clementia"
585,"REPATHA, Evolocumab",Amgen
586,"DARZALEX, Daratumumab",Genmab
587,"LYNPARZA, Olaparib","AstraZeneca, Merck & Co."
588,IMA-101,"Roche, Immatics"
589,,"Imbrium Therapeutics, Tetragenetics"
590,,Medtronic
591,"MYO-101, MYO-102, MYO-201, MYO-301, MYO-103","Sarepta, Myonexus Therapeutics "
592,"FARXIGA, Dapagliflozin, Xigduo XR",AstraZeneca
593,"TREMFYA, guselkumab",Janssen Pharmaceuticals
594,,Novartis
595,MAA-868,"Novartis, Anthos (Blackstone Life Sciences, Novartis)"
596,"GALAFOLD, Migalastat",Amicus 
597,,"AbCellera, Denali"
598,"ASPARLAS, Calaspargase pegol-mknl- IV",Servier
599,"MOTEGRITY, Prucalopride",Shire
600,"FIRDAPSE, Amifampridine",Catalyst
601,"HERCEPTIN HYLECTA,Trastuzumab and Hyaluronidase-oysk",Roche
602,"SPINRAZA, Nusinersen",Biogen
603,"DAURISMO, Cytarabine+daunorubicin, Glasdegib",Pfizer
604,"GAMIFANT,Emapalumab",Sobi
605,"LORBRENA, Lorlatinib",Pfizer
606,"PF-708, Teriparatide","Alvogen, Pfenex"
607,"TALZENNA, Solid Tumors + Talazoparib",Pfizer
608,"TEGSEDI, Inotersen",Ionis Pharma
609,,"J&amp;J,AdoRx Therapeutics"
610,"REVCOVI, Elapegademase-lvlr",Leadiant Biosciences
611,"NUZYRA, Omadacycline",Paratek
612,"TROGARZO, Ibalizumab-uiyk",TaiMed 
613,"SEYSARA, Sarecycline",Paratek
614,"COPIKTRA, Ofatumumab, Rituximab, Duvelisib",Verastem Oncology
615,"TAVALISSE,fostamatinib disodium hexahydrate- PO",Rigel
616,"PIFELTRO, Doravirine",Merck & Co.
617,"ANNOVERA, Segesterone Acetate, Ethinyl Estradiol",TherapeuticsMD
618,"XERAVA, Eravacycline, Ertapenem, Meropenem",Tetraphase
619,"OLUMIANT,Baricitinib",Eli Lilly
620,"KRINTAFEL, Tafenoquine",GSK
621,LOKELMA,AstraZeneca
622,"AIMOVIG, Erenumab-aooe",Amgen
623,"TIBSOVO, Ivosidenib",Agios Pharmaceuticals
624,"ERLEADA, apalutamide",Janssen Pharmaceuticals
625,"AKYNZEO, Palonosetron, Fosnetupitant, Dexamethasone",Helsinn
626,"TPOXX, Tecovirimat",Siga
627,"PALYNZIQ, Pegvaliase-pqpz",BioMarin
628,"ZEMDRI, Plazomicin, Meropenem",Achaogen
629,"EPIDIOLEX,Cannabidiol",GW Pharma
630,"MOXIDECTIN, Ivermectin",Medicines Development for Global Health's
631,Resvax,Novavax
632,"DIACOMIT, Stiripentol, Clobazam, Sodium valproate",Biocodex
633,"ZYNQUISTA, Sotagliflozin, DUPIXENT, Dupilumab",Sanofi
634,"COSENTYX, Secukinumab biosimilar",Novartis
635,TAK-079,"Lupus Therapeutics, Takeda"
636,,Nightstar (Biogen)
637,"COPIKTRA, Duvelisib",Verastem Oncology
638,"RUBRACA,Rucaparib",Clovis Oncology
639,,Ascendis
640,"BXCL-701 (Bioxcel), NKTR-214 (Nektar), Avelumab (Merck & Pfizer)","Bioxcel, Nektar, Merck KGaA"
641,,"ProMab Biotechnologies, NantKwest"
642,FEDRATINIB,Celgene
643,"XOFLUZA,Baloxavir marboxil",Genentech
644,,"Pacira, MyoScience"
645,ACE-083,Acceleron
646,,Pfizer
647,Rapastinel,Allergan
648,,"BeiGene, Ambrx"
649,"VX-659 + Tezacaftor + Ivacaftor, VX-445",Vertex
650,Givosiran,Alnylam
651,Eptifibatide,Baxter
652,,"Shionogi, Akili"
653,,"Oncternal, GTx"
654,LA cabotegravir + LA rilpivirine*,Janssen Pharmaceuticals
655,Cirrus HD-OCT,Zeiss
656,Darolutamide,Bayer
657,"Ventana PD-L1,SP142",Roche
658,,"MSD Merck, King's College London"
659,"Ilumetri, Tildrakizumab",Almirall
660,"TECENTRIQ,ABRAXANE",Roche
661,"SER-109, SER-287, SER-401 (Seres Therapeutics)","AstraZeneca,Seres Therapeutics"
662,"TRAZIMERA, Trastuzumab biosimilar",Pfizer
663,Ubrogepant,Allergan
664,,"Fujifilm, BIOGEN Laboratories"
665,,Paige
666,"CYRAMZA, Ramucirumab",Eli Lilly
667,"SYMDEKO, Tezacaftor, Ivacaftor",Vertex
668,"FARYDAK, Panobinostat","Secura Bio, Novartis"
669,"Vadadustat, Darbepoetin Alfa Biosimilar",Akebia
670,,"Exactech, XpandOrtho"
671,,"Sun Pharma, HitGen, SPARCS"
672,RT-001,Retrotope
673,,"Smith & Nephew,Osiris Therapeutics"
674,HEMLIBRA,Roche
675,,"Hoth Therapeutics, UMB, Isoprene "
676,"KEYTRUDA, Pembrolizumab",Merck & Co.
677,,"Merck KGaA, Iktos"
678,Nifurtimox,Bayer
679,"MabThera,Rituximab",Roche
680,MitraClip,Abbott
681,,"AbCellera, Melinda Gates Foundation"
682,"ELIQUIS, Apixaban",BMS
683,,"Alcon, PowerVision"
684,"ENTRESTO, Sacubitril, Valsartan",Novartis
685,,"Cellesce, Hubrecht "
686,"FARXIGA, Dapagliflozin",AstraZeneca
687,,"Baxter, BioMerieux"
688,"SUNOSI, Solriamfetol",Jazz Pharmaceuticals
689,Levoleucovorin,Mylan
690,,"Merck & Co., NGM"
691,"TECENTRIQ, Atezolizumab",Roche
692,Aducanumab,"Biogen, Eisai"
693,OLX301A,"Thea, OliX"
694,"BAVENCIO, Avelumab","Merck KGaA, Pfizer"
695,,"Celgene, Exscientia"
696,,"Novartis, Alcon"
697,"VENCLEXTA, Venclyxto, Venetoclax",AbbVie
698,,"Merck KGaA, GenScript"
699,"ZULRESSO, Brexanolone",Sage Therapeutics
700,,"Evotec, GARDP"
701,"FASENRA, Benralizumab","AstraZeneca, Kyowa Kirin"
702,,"Thermo Fischer, Brammer Bio"
703,,"Almirall, HitGen"
704,"Etanercept Biosimilar, YLB113", YL Biologics
705,"SKYRIZI, Risankizumab",AbbVie
706,Ozanimod,Celgen
707,"MAYZENT, Siponimod",Novartis
708,,"Eli Lilly, ImmuNext "
709,"Forxiga, Dapagliflozin",AstraZeneca
710,"BIKTARVY,Bictegravir,Emtricitabine,Tenofovir Alafenamide",Gilead
711,JZP-258,Jazz 
712,,"Takeda, LegoChem Biosciences"
713,MK-6240,"Eisai, Cerveau Technologies"
714,"Forxiga, Dapagliflozin",AstraZeneca
715,"BL-8040, BKT-140",BioLineRx
716,"Risdiplam, RG-7916",Chugai
717,,"Ono, LifeArc, Cancer Research"
718,,Apple
719,Acuvue Oasys,J&amp;J
720,,"Bayer, ProteoNic"
721,Filgotinib,"Gilead,Galapagos"
722,Trastuzumab Druxtecan,"AstraZeneca, Daiichi Sankyo"
723,"RADICAV, Edaravone","Mitsubishi Tanabe Pharma,  Massachusetts General Hospital"
724,,"Taked, StrideBio"
725,Gene Therapy,Bluebird Bio
726,IFM-2427,"Novartis, IFM Tre"
727,,"ICD Therapeutics, Boehringer Ingelheim"
728,Ipatasertib and tecentriq,Roche
729,PH-94B,VistaGen
730,"Onasemnogene abeparvovec, ZOLGENSMA",AveXis
731,"KEYTRUDA, Pembrolizumab",Merck & Co.
732,"COSENTYX, Secukinumab biosimilar",Novartis
733,ST-920 ,"Brammer Bio, Sangamo"
734,Abicipar ,"Allergan, Molecular Partners"
735,,"Astellas, Xencor"
736,"SERNIVO, BETAMETHASONE DIPROPIONATE, Trianex, Triamcinolone acetonide, Promiseb","Dr. Reddy, Encore Dermatology"
737,"DMX-101, ER-004","EspeRare, Dermelix Biotherapeutics"
738,Cerene Cryotherapy Device,Channel Medsystems
739,LIQ-861,Liquidia 
740,"Adalimumab Biosimilar, IDACIO",Fresenius Kabi
741,,"BlueRock , Editas Medicine"
742,"Darzalex, Daratumumab",Janssen Biotech
743,"FASENRA, Benralizumab",AstraZeneca
744,"IXEMPRA, Ixabepilone",Oncology
745,,"AstraZeneca, Merck & Co."
746,,"Abbott, Banyan Biomarkers"
747,,"Roivant, Cytovant, Medigene"
748,Alexa Skills Kit,Amazon
749,"KISQALI, Ribociclib",Novartis
750,HEMLIBRA,Roche
751,"TECENTRIQ,AVASTIN",Roche
752,PTI-428,Proteostasis
753,"PROMACTA, Eltrombopag",Novartis
754,"Adcetris, Brentuximab vedotin",Seagen (formerly Seattle Genetics)
755,,COMPASS Pathways
756,SAGE-217,Sage Therapeutics
757,,"Sanofi, Alnylam"
758,Luspatercept,"Celgene, Acceleron "
759,"ALN-TTRsc02, Patisiran, ALN-TTRsc02, Vutrisiran",Sanofi and Alnylam
760,"BAY-1831865, AB023, AB054, AB002","Xoma, Aronora"
761,"Pozelimab, REGN 3918, Cemdisiran","Regeneron, Alnylam"
762,"Dovato, Dolutegravir, Lamivudine",ViiV Healthcare
763,AMT-130,uniqure
764,,"Audentes,Nationwide Children's Hospital"
765,"C-3071, Tislelizumab","BeiGene, BioAtla"
766,"EVENITY, Romosozumab-aqqg",Amgen
767,,"Shandong Xinhua, ArcDia"
768,"LYNPARZA, Olaparib","AstraZeneca, Merck & Co."
769,"Aristada, Aripiprazole lauroxil, Invega Sustenna, Paliperidone palmitate",Alkermes
770,,"Fosun Pharma, Reneuron"
771,,"Astellas, Concerto HealthAI"
772,,"Shanghai Miracogen,Synaffix"
773,"Rizmoic, Naldemedine","Sandoz, Shionogi"
774,,"Cognoa, Stanford University"
775,"SYMPROIC, Naldemedine","BioDelivery, Shionogi"
776,"KEYTRUDA, Pembrolizumab",Merck & Co.
777,,"Evotec, Indivumed"
778,WP-1066 ,"Moleculin Biotech, Emory University"
779,,"Gilead,Novo Nordisk"
780,,Omron Healthcare
781,Givosiran,Alnylam
782,"TRC-105, Carotuximab",Tracon
783,,Dr. Reddy's
784,Idebenone,Santhera
785,Eculizumab biosimilar,Generium and Selexis
786,"Brolucizumab, RTH-258",Novartis
787,FCX-007,"Castle Creek, Fibrocell"
788,"Bendeka, Bendamustine hydrochloride","Eagle Pharmaceuticals, Teva"
789,"TREMFYA, Guselkumab",Janssen Biotech
790,"Lumasiran sodium, ALN-GO1- SC",Alnylam
791,,"Tessa Therapeutics, Merck & Co."
792,"ZOLGENSMA, Onasemnogene abeparvovec-xioi, AVXS-101",Novartis
793,,FDA
794,,"Thermo Fisher, NX Prenatal"
795,,"Gilead,Insitro"
796,,"Boehringer Ingelheim, PureTech Health"
797,TSK011010,"CASI, Black Belt Therapeutics"
798,,Medtronic
799,"Tavokinogene telseplasmid, TAVO","OncoSec, Duke University "
800,,WHO
801,Tanezumab,"Pfizer, Eli Lilly"
802,"SKYRIZI, Risankizumab",AbbVie
803,PRETOMANID,"Mylan, TB Alliance"
804,"Ilumetri, Tildrakizumab",Almirall
805,,"Almac, Queen's University Belfast"
806,Fentanyl Transdermal System,Alvogen
807,,Tela Bio
808,,"Eli Lilly, Avidity Biosciences"
809,"KEYTRUDA, Pembrolizumab",Merck & Co.
810,"TALTZ, Ixekizumab",Eli Lilly
811,Ventana HER2 Dual ISH CDx,Roche
812,"CECLOR, VANCOCIN","Eli Lilly, Eddingpharm"
813,Eptinezumab,Alder Biopharma (Lundbeck)
814,,Nuvasive
815,,"Baronova, FDA"
816,Fremanezumab,Teva
817,"Tavokinogene telseplasmid, TAVO",OncoSec
818,"SKYRIZI, Risankizumab",AbbVie
819,Losmapimod,"Fulcrum Therapeutics, GSK"
820,,"Emendo, Takeda Ventures"
821,,"Perelman School of Medicine, Sensus Healthcare"
822,,"ADC Therapeutics, Adagene"
823,"LARTRUVO, Olaratumab",Eli Lilly
824,Heparin Sodium Prefilled Syringe,B. Braun Interventional Systems
825,"MT-1303, Amiselimod","Salix,Bausch Health,Mitsubishi Tanabe Pharma"
826,"KEYTRUDA, Pembrolizumab",Merck & Co.
827,"CABOMETYX, Cabozantinib",Takeda
828,Selonsertib,Gilead
829,Semaglutide,"Novo Nordisk,European Medicines Agency"
830,"LYNPARZA, Olaparib","AstraZeneca, Merck & Co."
831,"ZYNQUISTA, Sotagliflozin","Sanofi, Lexicon Pharmaceuticals"
832,,Acutus
833,"Esperoct, Turoctocog alfa pegol, N8-GP",Novo Nordisk
834,Trastuzumab biosimilar,"Sandoz, EirGenix"
835,"Cabotegravir, EDURANT, Rilpivirine",Viiv Healthcare
836,,"Janssen Pharmaceutica, Iktos"
837,,"AstraZeneca, BenevolentAI"
838,,Abbott
839,"KALYDECO, Ivacaftor",Vertex
840,"MAVYRET, Glecaprevir, Pibrentasvir",AbbVie
841,,"Roche,Nimble"
842,"SKYRIZI, Risankizumab",AbbVie
843,,Medtronic
844,Cabozantinib,Exelixis
845,,Medtronic
846,Lemborexant,"Eisai, Purdue Pharma"
847,TCR-T,"Tmunity, University of California"
848,Dengvaxia,Sanofi
849,"TG 4001, TG-4010,TG-1050, TG-6002","AstraZeneca, Transgene"
850,"TRELEGY ELLIPTA, Fluticasone Furoate, Vilanterol, Umeclidinium",GSK
851,"ATP-128 (Amal), BI-754091 (BI)","Boehringer Ingelheim, Amal Therapeutics"
852,,"Celgene, Presage Biosciences"
853,"QTERNMET XR, Dapagliflozin, Saxagliptin, Metformin hydrochloride",AstraZeneca
854,"KADCYLA,Ado-trastuzumab emtansine",Roche
855,ABX-1431,"Chelsea Therapeutics (H. Lundbeck), Abide Therapeutics"
856,Mirabegron,Astellas Pharma
857,"Vyndaqel, VYNDAMAX, Tafamidis, Tafamidis Meglumine",Pfizer
858,"EMGALITY, Galcanezumab-gnlm",Eli Lilly
859,Risdiplam,Roche
860,"PALYNZIQ, Pegvaliase",BioMarin
861,,"Takeda, Skyhawk"
862,,Novartis
863,"CALQUENCE, Acalabrutinib",AstraZeneca
864,"OCREVUS,Ocrelizumab",Roche
865,"DUPIXENT, Dupilumab",Sanofi
866,"Trastuzumab Deruxtecan, DS-8201","AstraZeneca, Daiichi Sankyo"
867,,"Medtronic, FDA"
868,TA-46,"Pfizer, Therachon"
869,"Xiidra, Lifitegrast","Novartis, Takeda"
870,,Medtronic
871,PTG-200,"Janssen Biotech, Protagonist"
872,,"Gilead,Goldfinch Bio"
873,CRD-5500,"Takeda, Curadev"
874,TACHOSIL,"Ethicon (Johnson & Johnson), Takeda"
875,"Opdivo, Yervoy, Nivolumab",BMS
876,,"Medtronic, Titan Spine"
877,"ENTYVIO, Vedolizumab",Takeda
878,,"Boston Scientific, Vertiflex"
879,Roxadustat,AstraZeneca
880,"CYRAMZA, Ramucirumab Biosimilar",Eli Lilly
881,"PROMACTA, Eltrombopag",Novartis
882,,Boston Scientific
883,,FDA
884,,Roche
885,"EYLEA, Aflibercept Biosimilar",Regeneron
886,"Minnebro, Esaxerenone","Exelixis, Daiichi Sankyo"
887,,AliveCor
888,Rigosertib,"HanX Pharmaceutical, Onconova"
889,Relugolix,Myovant
890,"BAVENCIO, Avelumab (Merck) INLYTA, Axitinib (Pfizer)","Merck & Co., Pfizer"
891,,"Abbott, NIH"
892,1404,"Progenics, Rotop "
893,,REGENXBIO
894,"VENCLEXTA,Venetoclax (AbbVie) GAZYVA,Obinutuzumab (Roche)","Roche, AbbVie"
895,,"Vertex, Kymera Therapeutics"
896,,"Takeda, Frazier Healthcare, Phathom Pharmaceuticals"
897,"STELARA, Ustekinumab biosimilar",NeuClone
898,Bispecific Antibodies,"GSK, Zymeworks"
899,"LIBTAYO, Cemiplimab","Sanofi, Regeneron"
900,,"Thermo Fisher, GSK"
901,"FRAGMIN, Dalteparin Sodium",Pfizer
902,ICON-2,"Exelixis, Iconic"
903,,"Roche, Parvus Therapeutics"
904,"Depatux-M, Depatuxizumab Mafodotin",AbbVie
905,"ENTYVIO, Vedolizumab",Takeda
906,,Ethicon (Johnson & Johnson)
907,"Gattex, Teduglutide",Takeda
908,"NAYZILAM, Midazolam",UCB
909,,"Santhera, Biozentrum"
910,"KEYTRUDA, Pembrolizumab",Merck & Co.
911,"SYMBICORT, Budesonide, Formoterol",AstraZeneca
912,"RUBRACA, Rucaparib",Clovis Oncology
913,,"Merck & Co., Peloton Therapeutics"
914,,"Verily, Novartis, Otsuka, Pfizer, Sanofi"
915,"BRAFTOVI, Encorafenib, MEKTOVI, Binimetinib",Array BioPharma
916,,Abbott
917,,Medtronic
918,"OGIVRI, Trastuzumab biosimilar","Biocon, Mylan"
919,"ENTYVIO, Vedolizumab",Takeda 
920,"RAXONE, Idebenone","Santhera, Chiesi"
921,"KEYTRUDA (Merck), Tavokinogene telseplasmid, TAVO (OncoSec)",OncoSec
922,SYNB-1891,"Synlogic,Roche"
923,,Boston Scientific
924,SHINGRIX,GSK
925,"HERZUMA, Trastuzumab-biosimilar",Celltrion
926,,"Hologic, Cepheid, Aptima"
927,,Roche
928,Emicizumab,BrightInsight
929,"PIQRAY, Alpelisib, Fulvestrant",Novartis
930,"LYRICA, Pregabalin",Pfizer
931,"ZOLGENSMA, Onasemnogene Abeparvovec-xioi",Novartis
932,,"Calecim, Menarini "
933,"Puldysa, Idebenone",Santhera
934,,"Matas, Kosmolet"
935,,"Nanobiotix, Curadigm"
936,Valoctocogene roxaparvovec,BioMarin
937,CNTX-0290,"Eli Lilly, Centrexion"
938,"REVLIMID, Lenalidomide, Rituximab",Celgene
939,"Tuznue, Trastuzumab-biosimilar",Prestige BioPharma
940,,"Bayer, Sensible Medical"
941,ARV-110,Arvinas
942,,"Ziopharm, NIH"
943,,"Bayer,Roche"
944,"QMF149, Indacaterol acetate, Mometasone furoate",Novartis
945,"TECENTRIQ,Atezolizumab",Roche
946,C304-HIS,Medtronic
947,"DARZALEX, Daratumumab",Janssen Pharmaceuticals
948,"EQUA, EQUMET (Novartis)","Sumitomo Dainippon Pharma, Novartis"
949,,"Roche,GE Healthcare"
950,"PF708, Teriparatide","Pfenex, Alvogen"
951,"KEYTRUDA, Pembrolizumab",Merck & Co.
952,"DARZALEX, Daratumumab, Bortezomib, Thalidomide, Dexamethasone",Genmab
953,"XOLAIR, Omalizumab",Novartis
954,Isatuximab,Sanofi
955,"KISQALI, Ribociclib, Tamoxifen, Goserelin",Novartis
956,"Capmatinib, INC-280",Novartis
957,"LYNPARZA, Olaparib","AstraZeneca, Merck & Co."
958,"ZERBAXA, Ceftolozane, Tazobactam",Merck & Co.
959,"IDACIO, Adalimumab-biosimilar",Fresenius Kabi
960,,British Columbia
961,,FDA
962,Pegfilgrastim,FDA
963,"HUMIRA, Adalimumab","AbbVie, Boehringer Ingelheim"
964,"XOFLUZA,Baloxavir Marboxil",Roche
965,"TAKHZYRO, Lanadelumab",Takeda
966,Luspatercept,"Celgene,Acceleron"
967,Enfortumab Vedotin,"Astellas, Seattle Genetics"
968,"EMGALITY, Galcanezumab-gnlm",Eli Lilly
969,"VENCLEXTA, Venclyxto, Venetoclax",Roche
970,"PB272, Neratinib",Puma Biotechnology
971,"VIMIZIM, Elosulfase alfa",BioMarin 
972,,"Bayer, Arvinas"
973,,IBM Watson Health
974,"NINLARO, Ixazomib",Takeda
975,RVT-802,"Enzyvant, FDA"
976,"Bavencio, avelumab","Oncolytics, Merck KGaA, Pfizer"
977,Ozanimod,Celgene
978,"CALQUENCE, Acalabrutinib",AstraZeneca
979,"NUCALA, Mepolizumab",GSK
980,"CFZ-533, Iscalimab",Novartis
981,"LysaKare, Arginine Hydrochloride, Lysine hydrochloride",Novartis
982,,"Vertex, CRISPR Therapeutics"
983,"Oilatum, Eurax, Savlon Antiseptic Cream, Ceridal, Tixylix, Polytar","Stada, Gsk"
984,INSULIN LISPRO,Eli Lilly
985,"BIJUVA, IMVEXXY","Theramex, TherapeuticsMD"
986,,"Merck & Co., Tilos"
987,,"Medtronic, Tidepool"
988,INI-202,Innovate Biopharmaceuticals
989,"POLIVY,Polatuzumab vedotin-piiq",Roche
990,"TALTZ, Ixekizumab",Eli Lilly
991,,Innovative Health Solution
992,"SKYRIZI, Risankizumab",AbbVie
993,"TRADJENTA, Linagliptin","Eli Lilly, Boehringer Ingelheim"
994,"KEYTRUDA, Pembrolizumab",Merck & Co.
995,"INVOKANA, Canagliflozin",Janssen Pharmaceuticals
996,HexaBody-CD38 antibody,"Janssen Biotech, Genmab "
997,"Benepali, Etanercept, FLIXABI, Infliximab Biosimilar, Imraldi, Adalimumab",Biogen
998,"RITUXAN, Rituximab",Genentech
999,Oral Semaglutide,Novo Nordisk
1000,Upadacitinib,AbbVie
1001,"RITUXAN, Rituximab",Genentech
1002,"XELJANZ, Tofacitinib",Pfizer
1003,"CT-P13 SC, Infliximab Biosimilar",Celltrion
1004,"Emapalumab, NI-1701, NI-1801","Sobi, Novimmune"
1005,"KANJINTI, Trastuzumab","Amgen, Allergan"
1006,"ORENCIA, Abatacept",BMS
1007,Tislelizumab,BeiGene
1008,"TALTZ, Ixekizumab",Eli Lilly
1009,"ZEMBRACE SYMTOUCH, TOSYMRA, ","Upsher-Smith Laboratories, Dr. Reddy's"
1010,"LOKELMA, Sodium Zirconium cyclosilicate",AstraZeneca
1011,"TREMFYA, Guselkumab",Janssen Pharmaceuticals
1012,IP-001,"ImmunoPhotonics, Clinical Laserthermia"
1013,"BRAFTOVI, Encorafenib, MEKTOVI, Binimetinib","Pfizer, Array Biopharma"
1014,"CALQUENCE, Acalabrutinib",AstraZeneca
1015,"VICTOZA, Liraglutide",Novo Nordisk
1016,Tislelizumab,"BeiGene, Celgene"
1017,"Rozlytrek, Entrectinib",Roche
1018,"LYNPARZA, Olaparib","AstraZeneca, MSD"
1019,,Abbott
1020,"KEYTRUDA, Pembrolizumab",Merck & Co.
1021,"LINZESS, Iinaclotide","Ironwood, Allergan"
1022,"BREZTRI AEROSPHERE, PT-010",AstraZeneca
1023,"HEMLIBRA,Emicizumab",Roche
1024,,"BMS, Catalent"
1025,,"Sanofi, Google"
1026,,"Gilead,Nurix"
1027,,"Amgen, University of Washington"
1028,,Alexa
1029,Niraparib,"Resolution Bioscience, Janssen Research & Development"
1030,"ULTOMIRIS, Ravulizumab",Alexion
1031,"Esperoct, Turoctocog alfa pegol- N8-GP",Novo Nordisk
1032,,"IBRI, Eli Lilly"
1033,VLA-1553,"Valneva, Gsk"
1034,Aflibercept,Bayer
1035,REGN-3500,"Sanofi, Regeneron"
1036,"BOTOX,Onabotulinumtoxin A Biosimilar",Allergan
1037,"TALZENNA, Talazoparib",Pfizer
1038,"HLX02, Trastuzumab",Henlius
1039,"OPDIVO, Nivolumab",BMS
1040,,Allergan
1041,,"Gilead,Carna"
1042,"SEEBRI, ULTIBRO BREEZHALER, Onbrize (Novartis)","Novartis, Glenmark"
1043,,"AbbVie, Allergan"
1044,"OTEZLA, Apremilast","BMS, Celgene"
1045,,"C4X Discovery, PhoreMost"
1046,Lebrikizumab,"Almirall, Dermira"
1047,,"TILT Biotherapeutics, Merck KGaA, Pfizer"
1048,"FYCOMPA, Perampanel",Eisai
1049,"TRULICITY, Dulaglutide",Eli Lilly
1050,Empagliflozin,"Boehringer Ingelheim, Eli Lilly"
1051,,"Daiichi Sankyo, GE Healthcare"
1052,EPCLUSA,Asegua Therapeutics
1053,"DUPIXENT, Dupilumab","Regeneron, Sanofi"
1054,"IMFINZI, Dupilumab",AstraZeneca
1055,MENQUADFI,Sanofi
1056,"Treprostinil, LIQ-861","GSK, Liquidia"
1057,"DARZALEX, Daratumumab, Lenalidomide, Dexamethasone",Janssen Pharmaceuticals
1058,"SOLIRIS, Eculizumab biosimilar",Alexion
1059,,Apple
1060,"DUPIXENT, Dupilumab","Sanofi, Regeneron"
1061,"IBI-301, Rituximab","Innovent Biologics, Eli Lilly"
1062,"ZIRABEV, Bevacizumab",Pfizer
1063,"REVATIO, Sildenafil citrate",Pfizer
1064,"Forxiga, FASENRA",AstraZeneca
1065,"IMBRUVICA, Ibrutinib",Janssen Pharmaceuticals
1066,"TECENTRIQ,Atezolizumab,ABRAXANE",Roche
1067,"SPINRAZA, Nusinersen",Biogen
1068,"LIBTAYO, Cemiplimab","Regeneron, Sanofi"
1069,Fremanezumab,Labrys Biologics (Teva)
1070,"PELMEG, Pegfilgrastim","Egis Pharmaceuticals, Mundipharma"
1071,"ABP-710, Infliximab Biosimilar",Amgen
1072,,"Boehringer Ingelheim, Yuhan"
1073,"LYNPARZA, Olaparib",Foundation Medicine
1074,"Oncozene, Embozene Tandem","Varian Pharmaceuticals, Boston Scientific"
1075,"XOFLUZA, Baloxavir marboxil",Genentech
1076,Gefitinib,Sandoz
1077,"DOVATO, Dolutegravir, Lamivudine",ViiV Healthcare
1078,Otilimab,GSK
1079,Cevira,"Asieris Pharamaceuticals, Photocure"
1080,"Trastuzumab, ONTRUZANT","Samsung Bioepis, Genentech"
1081,"ULTOMIRIS, Ravulizumab",Alexion
1082,"XPOVIO, Selinexor",Karyopharm
1083,"Imraldi, Adalimumab",Samsung Bioepis
1084,NOSO-502,"Nosopharm, Evotec"
1085,HM-12525A,"Janssen Pharmaceuticals, Hanmi Pharmaceutical"
1086,"Dacudoses, Novoptine","SIFI, Gifrer Barbezat"
1087,Xembify,Grifols
1088,,Fraunhofer
1089,,"CureMatch, Moores Cancer Center, SDSC"
1090,Fluorouracil,Fresenius Kabi
1091,Tislelizumab,BeiGene
1092,,Isansys Lifecare
1093,"Refixia, Nonacog beta pegol",Novo Nordisk
1094,ADYNOVATE,Takeda
1095,"EDURANT, Rilpivirine",ViiV Healthcare
1096,"XARELTO, Rivaroxaban",Bayer
1097,"HEMLIBRA,Emicizumab",Roche
1098,"TPOXX, Tecovirimat",Siga
1099,"KEYTRUDA, Pembrolizumab",Merck & Co.
1100,"PRADAXA, Dabigatran etexilate mesylate",Boehringer Ingelheim
1101,Isatuximab,Sanofi
1102,"TIVICAY, dolutegravir",ViiV Healthcare
1103,"MRTX-849, TNO-155","Mirati Therapeutics, Novartis"
1104,,"Janssen Biotech, Celsius"
1105,,"Jazz, Redx Pharma"
1106,EPINEPHRINE,Sandoz
1107,"POMALYST, Pomalidomide",Celgene
1108,Remogliflozin Etabonate,"Torrent, Glenmark"
1109,"Vyvanse,Lisexamfetamine Dimesylate",Takeda
1110,Alexa,Amazon
1111,"EMGALITY, Galcanezumab",Eli Lilly
1112,Enoblituzumab,"I-Mab, MacroGenics"
1113,"CNP520, Umibecestat","Novartis, Amgen, Banner Alzheimer's Institute"
1114,,Abbott
1115,5F9,"Ono, Forty Seven"
1116,"Onstryv, Safinamide Mesylate",Valeo Pharma
1117,"EMGALITY, Galcanezumab",Eli Lilly
1118,"ZEJULA, Niraparib",GSK
1119,,"Gilead,Galapagos"
1120,"DARZALEX, Daratumumab",Janssen Pharmaceuticals
1121,MAVU-104,Mavupharma (AbbVie)
1122,,"Boehringer Ingelheim,Amal Therapeutics"
1123,,Abbot
1124,"GADAVIST, Gadobutrol",Bayer
1125,,Takeda
1126,"Crizanlizumab, SEG-101",Novartis
1127,,"Skyhawk, Genentech"
1128,,"Genentech, Convelo Therapeutics"
1129,"NERLYNX, Neratinib",Knight Therapeutics
1130,RECARBRIO (Imipenem + Cilastatin + Relebactam),Merck & Co.
1131,Bimatoprost,Allergan
1132,,"Sosei Heptares, Genentech"
1133,Flotetuzumab,MacroGenics
1134,"KISQALI, Ribociclib, Fulvestrant",Novartis
1135,,Paragon Biosciences
1136,"Regorafenib, OPDIVO, Nivolumab","Bayer, Ono"
1137,FX-322,"Astellas, Frequency Therapeutics"
1138,,"Takeda, Chembio"
1139,,"Interpace Diagnostics, Predictive Oncology"
1140,BBT-877,"Boehringer Ingelheim, Bridge Biotherapeutics"
